"Institution","Year","Statistic Label","UNIT","VALUE"
"National University of Ireland, Maynooth","2014","Part-time Enrolments to Third Level Courses","Number","1611"
"National University of Ireland, Maynooth","2014","Entrants to Third Level Courses","Number","2122"
"National University of Ireland, Maynooth","2015","Full-time Enrolments to Third Level Courses","Number","8896"
"National University of Ireland, Maynooth","2015","Part-time Enrolments to Third Level Courses","Number","1603"
"National University of Ireland, Maynooth","2015","Entrants to Third Level Courses","Number","2427"
"National University of Ireland, Maynooth","2016","Full-time Enrolments to Third Level Courses","Number","9485"
"National University of Ireland, Maynooth","2016","Part-time Enrolments to Third Level Courses","Number","1634"
"National University of Ireland, Maynooth","2016","Entrants to Third Level Courses","Number","2563"
"National University of Ireland, Maynooth","2017","Full-time Enrolments to Third Level Courses","Number","10009"
"National University of Ireland, Maynooth","2017","Part-time Enrolments to Third Level Courses","Number","1912"
"National University of Ireland, Maynooth","2017","Entrants to Third Level Courses","Number","2727"
"Dublin City University","2000","Full-time Enrolments to Third Level Courses","Number","6998"
"Dublin City University","2000","Part-time Enrolments to Third Level Courses","Number","1174"
"Dublin City University","2000","Entrants to Third Level Courses","Number","2145"
"Dublin City University","2001","Full-time Enrolments to Third Level Courses","Number","7464"
"Dublin City University","2001","Part-time Enrolments to Third Level Courses","Number","1222"
"Dublin City University","2001","Entrants to Third Level Courses","Number","1735"
"Dublin City University","2002","Full-time Enrolments to Third Level Courses","Number","8218"
"Dublin City University","2002","Part-time Enrolments to Third Level Courses","Number","1459"
"Dublin City University","2002","Entrants to Third Level Courses","Number","2159"
"Dublin City University","2003","Full-time Enrolments to Third Level Courses","Number","6205"
"Dublin City University","2003","Part-time Enrolments to Third Level Courses","Number","1445"
"Dublin City University","2003","Entrants to Third Level Courses","Number","1354"
"Dublin City University","2004","Full-time Enrolments to Third Level Courses","Number","6591"
"Dublin City University","2004","Part-time Enrolments to Third Level Courses","Number","1302"
"Dublin City University","2004","Entrants to Third Level Courses","Number","1459"
"Dublin City University","2005","Full-time Enrolments to Third Level Courses","Number","6041"
"Dublin City University","2005","Part-time Enrolments to Third Level Courses","Number","1089"
"Dublin City University","2005","Entrants to Third Level Courses","Number","1479"
"Dublin City University","2006","Full-time Enrolments to Third Level Courses","Number","6390"
"Dublin City University","2006","Part-time Enrolments to Third Level Courses","Number","1366"
"Dublin City University","2006","Entrants to Third Level Courses","Number","1483"
"Dublin City University","2007","Full-time Enrolments to Third Level Courses","Number","6884"
"Dublin City University","2007","Part-time Enrolments to Third Level Courses","Number","1893"
"Dublin City University","2007","Entrants to Third Level Courses","Number","1637"
"Dublin City University","2008","Full-time Enrolments to Third Level Courses","Number","7280"
"Dublin City University","2008","Part-time Enrolments to Third Level Courses","Number","1943"
"Dublin City University","2008","Entrants to Third Level Courses","Number","1704"
"Dublin City University","2009","Full-time Enrolments to Third Level Courses","Number","7618"
"Dublin City University","2009","Part-time Enrolments to Third Level Courses","Number","1965"
"Dublin City University","2009","Entrants to Third Level Courses","Number","1809"
"Dublin City University","2010","Full-time Enrolments to Third Level Courses","Number","8158"
"Dublin City University","2010","Part-time Enrolments to Third Level Courses","Number","1837"
"Dublin City University","2010","Entrants to Third Level Courses","Number","1880"
"Dublin City University","2011","Full-time Enrolments to Third Level Courses","Number","8211"
"Dublin City University","2011","Part-time Enrolments to Third Level Courses","Number","1988"
"Dublin City University","2011","Entrants to Third Level Courses","Number","1898"
"Dublin City University","2012","Full-time Enrolments to Third Level Courses","Number","8352"
"Dublin City University","2012","Part-time Enrolments to Third Level Courses","Number","1959"
"Dublin City University","2012","Entrants to Third Level Courses","Number","2032"
"Dublin City University","2013","Full-time Enrolments to Third Level Courses","Number","8940"
"Dublin City University","2013","Part-time Enrolments to Third Level Courses","Number","2727"
"Dublin City University","2013","Entrants to Third Level Courses","Number","2302"
"Dublin City University","2014","Full-time Enrolments to Third Level Courses","Number","9209"
"Dublin City University","2014","Part-time Enrolments to Third Level Courses","Number","1669"
"Dublin City University","2014","Entrants to Third Level Courses","Number","2413"
"Dublin City University","2015","Full-time Enrolments to Third Level Courses","Number","9761"
"Dublin City University","2015","Part-time Enrolments to Third Level Courses","Number","1262"
"Dublin City University","2015","Entrants to Third Level Courses","Number","2605"
"Dublin City University","2016","Full-time Enrolments to Third Level Courses","Number","11344"
"Dublin City University","2016","Part-time Enrolments to Third Level Courses","Number","1328"
"Dublin City University","2016","Entrants to Third Level Courses","Number","3413"
"Dublin City University","2017","Full-time Enrolments to Third Level Courses","Number","13885"
"Dublin City University","2017","Part-time Enrolments to Third Level Courses","Number","2048"
"Dublin City University","2017","Entrants to Third Level Courses","Number","3452"
"University of Limerick","2000","Full-time Enrolments to Third Level Courses","Number","9394"
"University of Limerick","2000","Part-time Enrolments to Third Level Courses","Number","1476"
"University of Limerick","2000","Entrants to Third Level Courses","Number","2382"
"University of Limerick","2001","Full-time Enrolments to Third Level Courses","Number","9852"
"University of Limerick","2001","Part-time Enrolments to Third Level Courses","Number","1457"
"University of Limerick","2001","Entrants to Third Level Courses","Number","2248"
"University of Limerick","2002","Full-time Enrolments to Third Level Courses","Number","10010"
"University of Limerick","2002","Part-time Enrolments to Third Level Courses","Number","1830"
"University of Limerick","2002","Entrants to Third Level Courses","Number","2206"
"University of Limerick","2003","Full-time Enrolments to Third Level Courses","Number","8142"
"University of Limerick","2003","Part-time Enrolments to Third Level Courses","Number","1576"
"University of Limerick","2003","Entrants to Third Level Courses","Number","1816"
"University of Limerick","2004","Full-time Enrolments to Third Level Courses","Number","8494"
"University of Limerick","2004","Part-time Enrolments to Third Level Courses","Number","1512"
"University of Limerick","2004","Entrants to Third Level Courses","Number","1829"
"University of Limerick","2005","Full-time Enrolments to Third Level Courses","Number","10428"
"University of Limerick","2005","Part-time Enrolments to Third Level Courses","Number","1052"
"University of Limerick","2005","Entrants to Third Level Courses","Number","2367"
"University of Limerick","2006","Full-time Enrolments to Third Level Courses","Number","8457"
"University of Limerick","2006","Part-time Enrolments to Third Level Courses","Number","1002"
"University of Limerick","2006","Entrants to Third Level Courses","Number","1873"
"University of Limerick","2007","Full-time Enrolments to Third Level Courses","Number","8592"
"University of Limerick","2007","Part-time Enrolments to Third Level Courses","Number","1126"
"University of Limerick","2007","Entrants to Third Level Courses","Number","1925"
"University of Limerick","2008","Full-time Enrolments to Third Level Courses","Number","8800"
"University of Limerick","2008","Part-time Enrolments to Third Level Courses","Number","1324"
"University of Limerick","2008","Entrants to Third Level Courses","Number","1916"
